userid,username,email,password,reputation,creation_date,is_admin,total_reviews
user_30967,kdobbs10,kdobbs10@ubc.stu.ca,user_30967Default123!,3,2021-12-20T00:00:00,false,1
user_30968,marcinpietrzyk-74214,marcinpietrzyk-74214@ubc.stu.ca,user_30968Default123!,3,2022-01-08T00:00:00,false,1
user_30969,Movies10392,movies10392@ubc.stu.ca,user_30969Default123!,3,2022-03-25T00:00:00,false,1
user_30970,xqhfwtb,xqhfwtb@ubc.stu.ca,user_30970Default123!,3,2022-04-11T00:00:00,false,1
user_30971,NotoriousNemo,notoriousnemo@ubc.stu.ca,user_30971Default123!,3,2022-05-03T00:00:00,false,1
user_30972,gregorybquinn,gregorybquinn@ubc.stu.ca,user_30972Default123!,3,2021-12-20T00:00:00,false,1
user_30973,wildoughtywork,wildoughtywork@ubc.stu.ca,user_30973Default123!,3,2021-12-16T00:00:00,false,1
user_30974,jalismnabil-82736,jalismnabil-82736@ubc.stu.ca,user_30974Default123!,3,2021-12-20T00:00:00,false,1
user_30975,rich-mac,rich-mac@ubc.stu.ca,user_30975Default123!,3,2022-03-16T00:00:00,false,1
user_30976,illaymelamed,illaymelamed@ubc.stu.ca,user_30976Default123!,3,2021-12-16T00:00:00,false,1
user_30977,haiqaleth,haiqaleth@ubc.stu.ca,user_30977Default123!,3,2022-04-19T00:00:00,false,1
user_30978,sayantankabri-77715,sayantankabri-77715@ubc.stu.ca,user_30978Default123!,3,2022-04-30T00:00:00,false,1
user_30979,mhalroudhan,mhalroudhan@ubc.stu.ca,user_30979Default123!,3,2022-05-01T00:00:00,false,1
user_30980,Amazingtheory,amazingtheory@ubc.stu.ca,user_30980Default123!,3,2021-12-20T00:00:00,false,1
user_30981,elliotsteinsboborn,elliotsteinsboborn@ubc.stu.ca,user_30981Default123!,3,2022-04-23T00:00:00,false,1
user_30982,natashachanson,natashachanson@ubc.stu.ca,user_30982Default123!,3,2021-12-19T00:00:00,false,1
user_30983,llopez-45883,llopez-45883@ubc.stu.ca,user_30983Default123!,3,2022-06-24T00:00:00,false,1
user_30984,mumairehsan,mumairehsan@ubc.stu.ca,user_30984Default123!,3,2021-12-19T00:00:00,false,1
user_30985,srima-27676,srima-27676@ubc.stu.ca,user_30985Default123!,3,2022-05-01T00:00:00,false,1
user_30986,tonyw-16090,tonyw-16090@ubc.stu.ca,user_30986Default123!,3,2021-12-18T00:00:00,false,1
user_30987,dfish-53766,dfish-53766@ubc.stu.ca,user_30987Default123!,3,2022-05-09T00:00:00,false,1
user_30988,manospapadakis1,manospapadakis1@ubc.stu.ca,user_30988Default123!,3,2021-12-19T00:00:00,false,1
user_30989,BigEvilRobots,bigevilrobots@ubc.stu.ca,user_30989Default123!,3,2021-12-15T00:00:00,false,1
user_30990,nevermind54,nevermind54@ubc.stu.ca,user_30990Default123!,3,2022-06-07T00:00:00,false,1
user_30991,sake420,sake420@ubc.stu.ca,user_30991Default123!,3,2022-02-02T00:00:00,false,1
user_30992,moshavlaitzim,moshavlaitzim@ubc.stu.ca,user_30992Default123!,3,2022-06-30T00:00:00,false,1
user_30993,cauveecreative,cauveecreative@ubc.stu.ca,user_30993Default123!,3,2022-06-12T00:00:00,false,1
user_30994,vagtea-36082,vagtea-36082@ubc.stu.ca,user_30994Default123!,3,2021-12-17T00:00:00,false,1
user_30995,Jaffasorsa,jaffasorsa@ubc.stu.ca,user_30995Default123!,3,2022-03-29T00:00:00,false,1
user_30996,pardonmyopinion,pardonmyopinion@ubc.stu.ca,user_30996Default123!,3,2021-12-24T00:00:00,false,1
user_30997,mchatin-52761,mchatin-52761@ubc.stu.ca,user_30997Default123!,3,2022-03-14T00:00:00,false,1
user_30998,rupokf,rupokf@ubc.stu.ca,user_30998Default123!,3,2022-02-19T00:00:00,false,1
user_30999,justbasicjoseph,justbasicjoseph@ubc.stu.ca,user_30999Default123!,3,2022-02-12T00:00:00,false,1
user_31000,innovativengineer,innovativengineer@ubc.stu.ca,user_31000Default123!,3,2021-12-17T00:00:00,false,1
user_31001,parveznathic,parveznathic@ubc.stu.ca,user_31001Default123!,3,2021-12-17T00:00:00,false,1
user_31002,sathyanathwwe,sathyanathwwe@ubc.stu.ca,user_31002Default123!,3,2021-12-16T00:00:00,false,1
user_31003,sujesharadhya,sujesharadhya@ubc.stu.ca,user_31003Default123!,3,2021-12-16T00:00:00,false,1
user_31004,hanwatkinslew,hanwatkinslew@ubc.stu.ca,user_31004Default123!,3,2022-01-04T00:00:00,false,1
user_31005,trentsebastianrodriguez,trentsebastianrodriguez@ubc.stu.ca,user_31005Default123!,3,2021-12-26T00:00:00,false,1
user_31006,kamranjabary,kamranjabary@ubc.stu.ca,user_31006Default123!,3,2022-02-14T00:00:00,false,1
user_31007,bowo_trahutomo,bowo_trahutomo@ubc.stu.ca,user_31007Default123!,3,2021-12-19T00:00:00,false,1
user_31008,nikunjmimani,nikunjmimani@ubc.stu.ca,user_31008Default123!,3,2022-06-25T00:00:00,false,1
user_31009,avilesdvd,avilesdvd@ubc.stu.ca,user_31009Default123!,3,2022-04-06T00:00:00,false,1
user_31010,bayonetpriest,bayonetpriest@ubc.stu.ca,user_31010Default123!,3,2022-01-19T00:00:00,false,1
user_31011,spencermcook,spencermcook@ubc.stu.ca,user_31011Default123!,3,2021-12-30T00:00:00,false,1
user_31012,wzwdzfcn,wzwdzfcn@ubc.stu.ca,user_31012Default123!,3,2022-03-09T00:00:00,false,1
user_31013,degville-49136,degville-49136@ubc.stu.ca,user_31013Default123!,3,2022-05-19T00:00:00,false,1
user_31014,studioAT,studioat@ubc.stu.ca,user_31014Default123!,3,2022-04-24T00:00:00,false,2
user_31015,suwardylim,suwardylim@ubc.stu.ca,user_31015Default123!,3,2022-02-10T00:00:00,false,1
user_31016,akjaved-04625,akjaved-04625@ubc.stu.ca,user_31016Default123!,3,2021-12-21T00:00:00,false,1
user_31017,lainygb,lainygb@ubc.stu.ca,user_31017Default123!,3,2021-12-18T00:00:00,false,1
user_31018,smatatov-39695,smatatov-39695@ubc.stu.ca,user_31018Default123!,3,2021-12-21T00:00:00,false,1
user_31019,accordchiang,accordchiang@ubc.stu.ca,user_31019Default123!,3,2022-01-08T00:00:00,false,1
user_31020,emmajoiner,emmajoiner@ubc.stu.ca,user_31020Default123!,3,2022-02-02T00:00:00,false,1
user_31021,irongix,irongix@ubc.stu.ca,user_31021Default123!,3,2021-12-18T00:00:00,false,1
user_31022,dirtydangles-04853,dirtydangles-04853@ubc.stu.ca,user_31022Default123!,3,2021-12-20T00:00:00,false,1
user_31023,Hyejin_95,hyejin_95@ubc.stu.ca,user_31023Default123!,3,2021-12-15T00:00:00,false,1
user_31024,mohamedaa,mohamedaa@ubc.stu.ca,user_31024Default123!,3,2021-12-19T00:00:00,false,1
user_31025,AimeeAlyssaNichols,aimeealyssanichols@ubc.stu.ca,user_31025Default123!,3,2022-01-04T00:00:00,false,1
user_31026,arjunjadeja08,arjunjadeja08@ubc.stu.ca,user_31026Default123!,3,2021-12-20T00:00:00,false,1
user_31027,fivesenseskft,fivesenseskft@ubc.stu.ca,user_31027Default123!,3,2021-12-20T00:00:00,false,1
user_31028,clairebwfc,clairebwfc@ubc.stu.ca,user_31028Default123!,3,2021-12-28T00:00:00,false,1
user_31029,mleal-1,mleal-1@ubc.stu.ca,user_31029Default123!,3,2022-04-09T00:00:00,false,1
user_31030,mid6,mid6@ubc.stu.ca,user_31030Default123!,3,2021-12-22T00:00:00,false,1
user_31031,yxanthopulos,yxanthopulos@ubc.stu.ca,user_31031Default123!,3,2021-12-19T00:00:00,false,1
user_31032,jjjjaviera,jjjjaviera@ubc.stu.ca,user_31032Default123!,3,2021-12-17T00:00:00,false,1
user_31033,Camerenth,camerenth@ubc.stu.ca,user_31033Default123!,3,2021-12-17T00:00:00,false,1
user_31034,andrewklocek,andrewklocek@ubc.stu.ca,user_31034Default123!,3,2021-12-19T00:00:00,false,2
user_31035,shshahbandegan,shshahbandegan@ubc.stu.ca,user_31035Default123!,3,2022-05-01T00:00:00,false,1
user_31036,mirefecetin,mirefecetin@ubc.stu.ca,user_31036Default123!,3,2022-05-04T00:00:00,false,1
user_31037,Prophetik,prophetik@ubc.stu.ca,user_31037Default123!,3,2022-02-03T00:00:00,false,1
user_31038,everlastingslum,everlastingslum@ubc.stu.ca,user_31038Default123!,3,2021-12-23T00:00:00,false,1
user_31039,DANTEfromDMC,dantefromdmc@ubc.stu.ca,user_31039Default123!,3,2021-12-16T00:00:00,false,1
user_31040,ghosthurd,ghosthurd@ubc.stu.ca,user_31040Default123!,3,2022-01-23T00:00:00,false,1
user_31041,san_dhiraj,san_dhiraj@ubc.stu.ca,user_31041Default123!,3,2021-12-19T00:00:00,false,1
user_31042,kwo_bubba,kwo_bubba@ubc.stu.ca,user_31042Default123!,3,2021-12-18T00:00:00,false,1
user_31043,alexashworth-00760,alexashworth-00760@ubc.stu.ca,user_31043Default123!,3,2021-12-16T00:00:00,false,1
user_31044,JCK8898,jck8898@ubc.stu.ca,user_31044Default123!,3,2022-04-25T00:00:00,false,1
user_31045,rajivtm,rajivtm@ubc.stu.ca,user_31045Default123!,3,2022-04-09T00:00:00,false,1
user_31046,cedricdumler,cedricdumler@ubc.stu.ca,user_31046Default123!,3,2021-12-15T00:00:00,false,1
user_31047,stkim-61523,stkim-61523@ubc.stu.ca,user_31047Default123!,3,2021-12-28T00:00:00,false,1
user_31048,sur1503,sur1503@ubc.stu.ca,user_31048Default123!,3,2021-12-19T00:00:00,false,1
user_31049,kieranallan,kieranallan@ubc.stu.ca,user_31049Default123!,3,2021-12-18T00:00:00,false,1
user_31050,donrinsang,donrinsang@ubc.stu.ca,user_31050Default123!,3,2022-05-03T00:00:00,false,1
user_31051,banounrajawi,banounrajawi@ubc.stu.ca,user_31051Default123!,3,2022-02-24T00:00:00,false,1
user_31052,ickleme_funky,ickleme_funky@ubc.stu.ca,user_31052Default123!,3,2021-12-15T00:00:00,false,1
user_31053,hanihemdan-00583,hanihemdan-00583@ubc.stu.ca,user_31053Default123!,3,2022-04-17T00:00:00,false,1
user_31054,mark-52630,mark-52630@ubc.stu.ca,user_31054Default123!,3,2021-12-21T00:00:00,false,1
user_31055,GiveMeANameX,givemeanamex@ubc.stu.ca,user_31055Default123!,3,2021-12-17T00:00:00,false,1
user_31056,ashikmokami78657,ashikmokami78657@ubc.stu.ca,user_31056Default123!,3,2021-12-19T00:00:00,false,1
user_31057,FreddieLee04,freddielee04@ubc.stu.ca,user_31057Default123!,3,2021-12-20T00:00:00,false,1
user_31058,willburtnett,willburtnett@ubc.stu.ca,user_31058Default123!,3,2021-12-26T00:00:00,false,1
user_31059,WorldMovie99,worldmovie99@ubc.stu.ca,user_31059Default123!,3,2022-01-16T00:00:00,false,1
user_31060,recs_atmaca,recs_atmaca@ubc.stu.ca,user_31060Default123!,3,2022-04-18T00:00:00,false,1
user_31061,MouazHajBakri,mouazhajbakri@ubc.stu.ca,user_31061Default123!,3,2021-12-21T00:00:00,false,1
user_31062,mark_manwaring,mark_manwaring@ubc.stu.ca,user_31062Default123!,3,2021-12-30T00:00:00,false,1
user_31063,jonsid57,jonsid57@ubc.stu.ca,user_31063Default123!,3,2021-12-27T00:00:00,false,1
user_31064,marcosmwedeking,marcosmwedeking@ubc.stu.ca,user_31064Default123!,3,2022-01-01T00:00:00,false,1
user_31065,My06Xbox,my06xbox@ubc.stu.ca,user_31065Default123!,3,2022-03-16T00:00:00,false,1
user_31066,clivebaptiste,clivebaptiste@ubc.stu.ca,user_31066Default123!,3,2022-05-02T00:00:00,false,1
user_31067,tzelepisofficial,tzelepisofficial@ubc.stu.ca,user_31067Default123!,3,2021-12-17T00:00:00,false,1
user_31068,pankajchhet,pankajchhet@ubc.stu.ca,user_31068Default123!,3,2021-12-17T00:00:00,false,1
user_31069,packratings,packratings@ubc.stu.ca,user_31069Default123!,3,2022-02-10T00:00:00,false,1
user_31070,shahrozahm,shahrozahm@ubc.stu.ca,user_31070Default123!,3,2021-12-19T00:00:00,false,1
user_31071,hillailonen,hillailonen@ubc.stu.ca,user_31071Default123!,3,2021-12-15T00:00:00,false,1
user_31072,zaynfenix,zaynfenix@ubc.stu.ca,user_31072Default123!,3,2021-12-25T00:00:00,false,1
user_31073,RogueVirus24,roguevirus24@ubc.stu.ca,user_31073Default123!,3,2021-12-16T00:00:00,false,1
user_31074,vvishalkumar,vvishalkumar@ubc.stu.ca,user_31074Default123!,3,2021-12-19T00:00:00,false,1
user_31075,nscoby93,nscoby93@ubc.stu.ca,user_31075Default123!,3,2021-12-16T00:00:00,false,1
user_31076,jonas-189-513751,jonas-189-513751@ubc.stu.ca,user_31076Default123!,3,2021-12-23T00:00:00,false,1
user_31077,vivekkumarsha,vivekkumarsha@ubc.stu.ca,user_31077Default123!,3,2022-04-19T00:00:00,false,1
user_31078,ametallicaman1989,ametallicaman1989@ubc.stu.ca,user_31078Default123!,3,2021-12-17T00:00:00,false,1
user_31079,jritty,jritty@ubc.stu.ca,user_31079Default123!,3,2021-12-17T00:00:00,false,1
user_31080,killedgrilledandfried,killedgrilledandfried@ubc.stu.ca,user_31080Default123!,3,2022-03-13T00:00:00,false,1
user_31081,fatmanandbobbin,fatmanandbobbin@ubc.stu.ca,user_31081Default123!,3,2022-03-29T00:00:00,false,1
user_31082,anish-philip,anish-philip@ubc.stu.ca,user_31082Default123!,3,2021-12-18T00:00:00,false,1
user_31083,yoprinceab,yoprinceab@ubc.stu.ca,user_31083Default123!,3,2021-12-19T00:00:00,false,1
user_31084,obaidham-66596,obaidham-66596@ubc.stu.ca,user_31084Default123!,3,2021-12-18T00:00:00,false,1
user_31085,danielhumphreys-81099,danielhumphreys-81099@ubc.stu.ca,user_31085Default123!,3,2021-12-17T00:00:00,false,1
user_31086,ecoxtech,ecoxtech@ubc.stu.ca,user_31086Default123!,3,2022-03-30T00:00:00,false,1
user_31087,vinnied-27883,vinnied-27883@ubc.stu.ca,user_31087Default123!,3,2021-12-17T00:00:00,false,1
user_31088,shahzebnas,shahzebnas@ubc.stu.ca,user_31088Default123!,3,2021-12-17T00:00:00,false,1
user_31089,zd00,zd00@ubc.stu.ca,user_31089Default123!,3,2022-03-22T00:00:00,false,1
user_31090,dannyrovira-38154,dannyrovira-38154@ubc.stu.ca,user_31090Default123!,3,2022-01-09T00:00:00,false,1
user_31091,adhilameen,adhilameen@ubc.stu.ca,user_31091Default123!,3,2021-12-19T00:00:00,false,1
user_31092,avtiger,avtiger@ubc.stu.ca,user_31092Default123!,3,2022-04-08T00:00:00,false,1
user_31093,ruelshepperd,ruelshepperd@ubc.stu.ca,user_31093Default123!,3,2021-12-17T00:00:00,false,1
user_31094,josenomorphxx,josenomorphxx@ubc.stu.ca,user_31094Default123!,3,2022-02-10T00:00:00,false,1
user_31095,saikatsamanta,saikatsamanta@ubc.stu.ca,user_31095Default123!,3,2021-12-19T00:00:00,false,1
user_31096,thezenable,thezenable@ubc.stu.ca,user_31096Default123!,3,2022-03-13T00:00:00,false,1
user_31097,dpdppablo,dpdppablo@ubc.stu.ca,user_31097Default123!,3,2022-01-09T00:00:00,false,1
user_31098,Yanksmoviecritic,yanksmoviecritic@ubc.stu.ca,user_31098Default123!,3,2022-06-21T00:00:00,false,1
user_31099,jenkinscammy,jenkinscammy@ubc.stu.ca,user_31099Default123!,3,2022-01-06T00:00:00,false,1
user_31100,seabass-48555,seabass-48555@ubc.stu.ca,user_31100Default123!,3,2022-06-30T00:00:00,false,1
user_31101,Meesh85,meesh85@ubc.stu.ca,user_31101Default123!,3,2021-12-19T00:00:00,false,1
user_31102,berichtje-46270,berichtje-46270@ubc.stu.ca,user_31102Default123!,3,2022-03-11T00:00:00,false,1
user_31103,amirnageh,amirnageh@ubc.stu.ca,user_31103Default123!,3,2021-12-17T00:00:00,false,1
user_31104,amaanch-53667,amaanch-53667@ubc.stu.ca,user_31104Default123!,3,2022-05-20T00:00:00,false,2
user_31105,eren-uzumaki,eren-uzumaki@ubc.stu.ca,user_31105Default123!,3,2022-05-06T00:00:00,false,1
user_31106,redbeardceltic,redbeardceltic@ubc.stu.ca,user_31106Default123!,3,2022-04-09T00:00:00,false,1
user_31107,nichiket-76509,nichiket-76509@ubc.stu.ca,user_31107Default123!,3,2021-12-16T00:00:00,false,1
user_31108,amjadjumaa,amjadjumaa@ubc.stu.ca,user_31108Default123!,3,2021-12-20T00:00:00,false,1
user_31109,Dr_Manoputhran,dr_manoputhran@ubc.stu.ca,user_31109Default123!,3,2021-12-16T00:00:00,false,1
user_31110,oliverriordan,oliverriordan@ubc.stu.ca,user_31110Default123!,3,2022-02-03T00:00:00,false,2
user_31111,Cheesy-2929,cheesy-2929@ubc.stu.ca,user_31111Default123!,3,2021-12-20T00:00:00,false,1
user_31112,paologerardo,paologerardo@ubc.stu.ca,user_31112Default123!,3,2021-12-31T00:00:00,false,2
user_31113,a-clinch1,a-clinch1@ubc.stu.ca,user_31113Default123!,3,2021-12-22T00:00:00,false,1
user_31114,mail-741-923706,mail-741-923706@ubc.stu.ca,user_31114Default123!,3,2022-03-13T00:00:00,false,1
user_31115,zulrizvi,zulrizvi@ubc.stu.ca,user_31115Default123!,3,2022-01-13T00:00:00,false,1
user_31116,hannybrown,hannybrown@ubc.stu.ca,user_31116Default123!,3,2021-12-15T00:00:00,false,1
user_31117,krishkarmakar-17851,krishkarmakar-17851@ubc.stu.ca,user_31117Default123!,3,2021-12-27T00:00:00,false,1
user_31118,jaclark-17504,jaclark-17504@ubc.stu.ca,user_31118Default123!,3,2022-01-10T00:00:00,false,1
user_31119,andersen-11422,andersen-11422@ubc.stu.ca,user_31119Default123!,3,2022-01-28T00:00:00,false,1
user_31120,chunkylefunga,chunkylefunga@ubc.stu.ca,user_31120Default123!,3,2022-03-14T00:00:00,false,1
user_31121,Stefan_Loves_Movies,stefan_loves_movies@ubc.stu.ca,user_31121Default123!,3,2022-03-14T00:00:00,false,4
user_31122,edawgg-76235,edawgg-76235@ubc.stu.ca,user_31122Default123!,3,2022-01-15T00:00:00,false,2
user_31123,jmanngod,jmanngod@ubc.stu.ca,user_31123Default123!,3,2022-03-12T00:00:00,false,1
user_31124,Leungzy,leungzy@ubc.stu.ca,user_31124Default123!,3,2021-12-17T00:00:00,false,1
user_31125,Rayofsun71,rayofsun71@ubc.stu.ca,user_31125Default123!,3,2021-12-19T00:00:00,false,1
user_31126,TheeFeels,theefeels@ubc.stu.ca,user_31126Default123!,3,2021-12-25T00:00:00,false,1
user_31127,Tramunzenegger,tramunzenegger@ubc.stu.ca,user_31127Default123!,3,2021-12-25T00:00:00,false,1
user_31128,deleonmoshe-58751,deleonmoshe-58751@ubc.stu.ca,user_31128Default123!,3,2022-01-14T00:00:00,false,1
user_31129,deanosuburbia,deanosuburbia@ubc.stu.ca,user_31129Default123!,3,2021-12-17T00:00:00,false,1
user_31130,Moogli,moogli@ubc.stu.ca,user_31130Default123!,3,2021-12-22T00:00:00,false,1
user_31131,mrkwang,mrkwang@ubc.stu.ca,user_31131Default123!,3,2021-12-15T00:00:00,false,1
user_31132,hexx-52214,hexx-52214@ubc.stu.ca,user_31132Default123!,3,2021-12-22T00:00:00,false,1
user_31133,monalisa-06129,monalisa-06129@ubc.stu.ca,user_31133Default123!,3,2021-12-22T00:00:00,false,1
user_31134,ariandoski,ariandoski@ubc.stu.ca,user_31134Default123!,3,2021-12-21T00:00:00,false,1
user_31135,mikemars38,mikemars38@ubc.stu.ca,user_31135Default123!,3,2021-12-21T00:00:00,false,1
user_31136,pegadodacruz,pegadodacruz@ubc.stu.ca,user_31136Default123!,3,2021-12-19T00:00:00,false,2
user_31137,tinosawells,tinosawells@ubc.stu.ca,user_31137Default123!,3,2022-03-17T00:00:00,false,1
user_31138,fimfilesharing,fimfilesharing@ubc.stu.ca,user_31138Default123!,3,2022-03-13T00:00:00,false,1
user_31139,ray-53412,ray-53412@ubc.stu.ca,user_31139Default123!,3,2021-12-19T00:00:00,false,1
user_31140,Shahrukh103,shahrukh103@ubc.stu.ca,user_31140Default123!,3,2022-01-21T00:00:00,false,1
user_31141,INTP_21,intp_21@ubc.stu.ca,user_31141Default123!,3,2022-03-23T00:00:00,false,1
user_31142,pkrish-38033,pkrish-38033@ubc.stu.ca,user_31142Default123!,3,2021-12-19T00:00:00,false,1
user_31143,marvidsen2005,marvidsen2005@ubc.stu.ca,user_31143Default123!,3,2022-05-04T00:00:00,false,1
user_31144,ppzrrz,ppzrrz@ubc.stu.ca,user_31144Default123!,3,2021-12-25T00:00:00,false,1
user_31145,lordmiklaus,lordmiklaus@ubc.stu.ca,user_31145Default123!,3,2022-03-12T00:00:00,false,1
user_31146,jasarrubbo,jasarrubbo@ubc.stu.ca,user_31146Default123!,3,2022-03-27T00:00:00,false,1
user_31147,stuff-30231,stuff-30231@ubc.stu.ca,user_31147Default123!,3,2021-12-27T00:00:00,false,1
user_31148,igreviews,igreviews@ubc.stu.ca,user_31148Default123!,3,2021-12-16T00:00:00,false,1
user_31149,alexanderstephencraig,alexanderstephencraig@ubc.stu.ca,user_31149Default123!,3,2021-12-21T00:00:00,false,1
user_31150,emma03,emma03@ubc.stu.ca,user_31150Default123!,3,2021-12-20T00:00:00,false,1
user_31151,Jesper2801,jesper2801@ubc.stu.ca,user_31151Default123!,3,2022-03-01T00:00:00,false,1
user_31152,scottramsay-21848,scottramsay-21848@ubc.stu.ca,user_31152Default123!,3,2021-12-16T00:00:00,false,1
user_31153,mohammadhosseinmoharreri-82596,mohammadhosseinmoharreri-82596@ubc.stu.ca,user_31153Default123!,3,2021-12-19T00:00:00,false,1
user_31154,shrey-vaghela,shrey-vaghela@ubc.stu.ca,user_31154Default123!,3,2021-12-20T00:00:00,false,1
user_31155,Grey_rainbow,grey_rainbow@ubc.stu.ca,user_31155Default123!,3,2022-01-09T00:00:00,false,1
user_31156,liumike1981,liumike1981@ubc.stu.ca,user_31156Default123!,3,2021-12-17T00:00:00,false,1
user_31157,vkssaxena-76453,vkssaxena-76453@ubc.stu.ca,user_31157Default123!,3,2022-01-08T00:00:00,false,1
user_31158,henrigrandis,henrigrandis@ubc.stu.ca,user_31158Default123!,3,2022-03-06T00:00:00,false,1
user_31159,wpzn-14340,wpzn-14340@ubc.stu.ca,user_31159Default123!,3,2022-05-01T00:00:00,false,1
user_31160,muriever,muriever@ubc.stu.ca,user_31160Default123!,3,2022-06-21T00:00:00,false,1
user_31161,justinns-28568,justinns-28568@ubc.stu.ca,user_31161Default123!,3,2022-01-29T00:00:00,false,1
user_31162,izziemizery,izziemizery@ubc.stu.ca,user_31162Default123!,3,2021-12-15T00:00:00,false,1
user_31163,trajan96,trajan96@ubc.stu.ca,user_31163Default123!,3,2022-01-12T00:00:00,false,1
user_31164,olivasevan,olivasevan@ubc.stu.ca,user_31164Default123!,3,2021-12-19T00:00:00,false,1
user_31165,flitz35-633-627650,flitz35-633-627650@ubc.stu.ca,user_31165Default123!,3,2021-12-25T00:00:00,false,1
user_31166,AngelHonesty,angelhonesty@ubc.stu.ca,user_31166Default123!,3,2022-04-02T00:00:00,false,2
user_31167,brandonflesher,brandonflesher@ubc.stu.ca,user_31167Default123!,3,2022-01-23T00:00:00,false,1
user_31168,joedirt616,joedirt616@ubc.stu.ca,user_31168Default123!,3,2022-01-16T00:00:00,false,1
user_31169,rahulmahida1,rahulmahida1@ubc.stu.ca,user_31169Default123!,3,2022-01-01T00:00:00,false,1
user_31170,colop-74727,colop-74727@ubc.stu.ca,user_31170Default123!,3,2022-02-05T00:00:00,false,1
user_31171,Deba96,deba96@ubc.stu.ca,user_31171Default123!,3,2021-12-19T00:00:00,false,1
user_31172,cdjh-81125,cdjh-81125@ubc.stu.ca,user_31172Default123!,3,2021-12-21T00:00:00,false,2
user_31173,you-when,you-when@ubc.stu.ca,user_31173Default123!,3,2022-01-03T00:00:00,false,1
user_31174,dcoke25,dcoke25@ubc.stu.ca,user_31174Default123!,3,2022-04-17T00:00:00,false,1
user_31175,iionak,iionak@ubc.stu.ca,user_31175Default123!,3,2022-03-08T00:00:00,false,1
user_31176,baeltv,baeltv@ubc.stu.ca,user_31176Default123!,3,2022-03-19T00:00:00,false,1
user_31177,javieralonvb,javieralonvb@ubc.stu.ca,user_31177Default123!,3,2021-12-18T00:00:00,false,1
user_31178,timmoss-26387,timmoss-26387@ubc.stu.ca,user_31178Default123!,3,2021-12-20T00:00:00,false,1
user_31179,dominic_cheriman,dominic_cheriman@ubc.stu.ca,user_31179Default123!,3,2021-12-23T00:00:00,false,1
user_31180,soloinfotechkerala,soloinfotechkerala@ubc.stu.ca,user_31180Default123!,3,2021-12-21T00:00:00,false,1
user_31181,ksamratbikram,ksamratbikram@ubc.stu.ca,user_31181Default123!,3,2021-12-19T00:00:00,false,1
user_31182,rajaasimgolden,rajaasimgolden@ubc.stu.ca,user_31182Default123!,3,2021-12-17T00:00:00,false,1
user_31183,lawnmorgan,lawnmorgan@ubc.stu.ca,user_31183Default123!,3,2021-12-26T00:00:00,false,1
user_31184,Classigue,classigue@ubc.stu.ca,user_31184Default123!,3,2021-12-24T00:00:00,false,1
user_31185,garethowens-41780,garethowens-41780@ubc.stu.ca,user_31185Default123!,3,2022-03-13T00:00:00,false,1
user_31186,maksimwagner,maksimwagner@ubc.stu.ca,user_31186Default123!,3,2021-12-18T00:00:00,false,1
user_31187,uvraver,uvraver@ubc.stu.ca,user_31187Default123!,3,2022-07-10T00:00:00,false,1
user_31188,lagoonfun,lagoonfun@ubc.stu.ca,user_31188Default123!,3,2021-12-22T00:00:00,false,1
user_31189,ghghghgt,ghghghgt@ubc.stu.ca,user_31189Default123!,3,2021-12-24T00:00:00,false,1
user_31190,pearsondavid007,pearsondavid007@ubc.stu.ca,user_31190Default123!,3,2022-03-19T00:00:00,false,1
user_31191,shyhartc,shyhartc@ubc.stu.ca,user_31191Default123!,3,2021-12-31T00:00:00,false,1
user_31192,bigpp-41231,bigpp-41231@ubc.stu.ca,user_31192Default123!,3,2022-06-11T00:00:00,false,1
user_31193,fares-ali-q,fares-ali-q@ubc.stu.ca,user_31193Default123!,3,2021-12-16T00:00:00,false,1
user_31194,ubasarsahin,ubasarsahin@ubc.stu.ca,user_31194Default123!,3,2022-01-09T00:00:00,false,1
user_31195,mpzcrtqhg,mpzcrtqhg@ubc.stu.ca,user_31195Default123!,3,2022-03-20T00:00:00,false,1
user_31196,Akash_Menon,akash_menon@ubc.stu.ca,user_31196Default123!,3,2021-12-16T00:00:00,false,1
user_31197,munzhee,munzhee@ubc.stu.ca,user_31197Default123!,3,2022-05-06T00:00:00,false,1
user_31198,tokoroos,tokoroos@ubc.stu.ca,user_31198Default123!,3,2021-12-19T00:00:00,false,1
user_31199,msalmail-87772,msalmail-87772@ubc.stu.ca,user_31199Default123!,3,2021-12-26T00:00:00,false,1
user_31200,vibhavnesarikar,vibhavnesarikar@ubc.stu.ca,user_31200Default123!,3,2021-12-16T00:00:00,false,1
user_31201,jetrefan679,jetrefan679@ubc.stu.ca,user_31201Default123!,3,2021-12-25T00:00:00,false,1
user_31202,joebav911,joebav911@ubc.stu.ca,user_31202Default123!,3,2021-12-15T00:00:00,false,1
user_31203,athirn,athirn@ubc.stu.ca,user_31203Default123!,3,2021-12-25T00:00:00,false,1
user_31204,harryvekaria,harryvekaria@ubc.stu.ca,user_31204Default123!,3,2021-12-19T00:00:00,false,1
user_31205,lamprosmadridista,lamprosmadridista@ubc.stu.ca,user_31205Default123!,3,2021-12-21T00:00:00,false,1
user_31206,angelesoviedo,angelesoviedo@ubc.stu.ca,user_31206Default123!,3,2021-12-16T00:00:00,false,1
user_31207,manasdashoec,manasdashoec@ubc.stu.ca,user_31207Default123!,3,2021-12-22T00:00:00,false,1
